index,difficulty,reason
215,1,"상황이 남성용 바지인데, 정답인 E를 제외한 나머지 모든 오답(A, B, C, D, F, G, H, I, J)이 여성용 아이템으로 명시되어 있어 정답이 매우 뚜렷함."
216,3,"정답인 E(스웨이드 반바지)와 유사한 하의 아이템인 G(와이드 팬츠)가 존재하며, B와 I처럼 계절감이 일치하는 상의들이 포함되어 있어 어느 정도의 고민이 필요함."
217,3,"정답 D와 동일한 카테고리인 신발류 오답(A, G, H, I)이 다수 포함되어 있으며, 특히 G와 H가 정답과 유사한 '화이트 스니커즈/캐주얼 슈즈' 스타일이라 선택 시 고민이 필요함."
218,2,"정답인 J(하이힐) 외에 대부분의 오답이 캐주얼하거나 스포티한 스타일(반바지, 캔버스화, 야구점퍼 등)이라 구분하기 쉽습니다. 다만, A(샌들)와 C(귀걸이)가 있어 약간의 고민이 있을 수 있으나, 치파오(旗袍)라는 맥락에는 J의 우아하고 섹시한 펌프스 스타일이 가장 적합합니다."
219,3,"오답 중 D, J는 기존 번들의 가방과, A, F는 기존 번들의 신발과 카테고리가 동일한 아이템들이어서, 단순 카테고리 유사성으로 인해 정답인 모자(G)와 혼동될 가능성이 있음."
220,3,"정답 H가 기존 아이템 2번과 동일한 브랜드 및 스타일(原创森女部落)이며 겨울 시즌에 적합하지만, 오답 D(겨울 운동바지)와 J(겨울 어글리 슈즈) 역시 겨울용 하의와 신발로서 번들 구성이 가능하여 어느 정도 고민이 필요함."
221,3,"기존 번들이 복고풍 스웨터와 가방으로 구성되어 있어 신발이나 하의가 필요한 상황입니다. 오답 중 E, H(바지)와 I, J(신발)가 정답과 동일한 카테고리이거나 보완 관계에 있어 스타일 매칭을 위해 고민이 필요합니다."
222,3,정답인 F와 오답인 G가 모두 '여성용 소형 크로스백'으로 카테고리와 스타일이 매우 유사하여 두 선택지 사이에서 고민이 필요함.
223,2,"오답 중 신발(B, C, I, J)이나 계절에 맞지 않는 의류(D, H), 성별이 다른 의류(E)가 많아 정답 후보가 쉽게 좁혀지며, 다른 가방인 F나 외투인 G 정도만 고려 대상이 되므로 난이도가 낮음."
224,2,"기존 아이템인 밀짚모자가 명확한 여름/봄 시즌 아이템이므로, 겨울/가을 의류인 D, G, I, J는 쉽게 제외됩니다. 정답인 F(원피스)가 밀짚모자 및 흰색 운동화와 가장 잘 어울리는 여름 코디이며, 나머지 오답(청바지, 가방 등)보다 스타일적 일관성이 뚜렷합니다."
225,2,"정답인 B가 후보군 중 유일한 신발 아이템이며, 나머지 오답들은 가방(C, D, G, H)이 다수이거나 스타일이 맞지 않는 의류(A, E, J) 및 액세서리(F, I)로 구성되어 있어 정답을 찾기가 비교적 쉽습니다."
226,2,"오답 중 A, B, G, J는 계절감이 맞지 않고, I는 남성용 제품이라 쉽게 제외됩니다. C와 H는 이미 신발이 주어진 상황에서 중복되는 아이템이며, E(바지)가 유일한 경쟁 후보이나 F(겨울 외투)가 겨울용 털신발과 더 조화로운 겨울 코디를 구성하므로 정답이 비교적 명확합니다."
227,2,"오답 중 B, C, J가 의류 아이템이라 일부 헷갈릴 수 있으나, 첼시 부츠의 계절감(가을/겨울)과 스타일을 고려했을 때 니트 롱 원피스(G)가 가장 적절한 조합이며, 나머지 신발(A, H, I)이나 액세서리(D, E, F)는 쉽게 제외 가능함."
228,2,"정답(E)은 우아한 스타일의 원피스로, 주어진 액세서리(귀걸이, 시계)의 여성스럽고 세련된 분위기와 잘 어울립니다. 오답 중 B, G, I, J는 남성복이며, C, D, F, H는 너무 캐주얼한 스타일이라 정답과 확연히 구분됩니다. A(클러치백)가 어느 정도 어울릴 수 있으나, 메인 의류인 E가 더 적절한 구성입니다."
229,2,"정답 A와 기존 번들의 팔찌가 '文艺(문예/예술적)'라는 스타일 키워드를 공유하고 있어 연관성이 뚜렷합니다. 또한 오답 중 B, H는 이미 가방이 포함된 상황에서 중복되는 품목이며, C, E는 남성용 제품이라 쉽게 제외할 수 있어 난이도가 낮습니다."
230,2,"정답인 트렌치코트(B) 외에 다른 의류(A, E, G, I)와 신발(F)이 포함되어 있으나, 로마 스타일 롱부츠의 시크한 분위기와 가장 잘 어울리는 아이템이 B이며, 나머지 오답들은 액세서리이거나 스타일 및 계절감이 맞지 않아 구분이 비교적 쉽습니다."
231,2,"후보군 중 남성용 의류(B, E, F)가 많아 쉽게 제외 가능하며, 여성용 아이템 중에서도 '화려한 여름 귀걸이'라는 맥락에 가장 잘 어울리는 세련된 느낌의 하이힐 샌들(C)이 비교적 뚜렷하게 구분됨."
232,2,"상황이 2019년 봄 시즌의 데님 자켓인 반면, 정답(I)은 동일한 2019년 봄 시즌의 스커트로 계절감과 상하의 조합이 매우 잘 맞습니다. 나머지 오답들은 계절이 다르거나(A, B, D, E, F, J) 단순 액세서리 및 신발류여서 정답이 비교적 뚜렷하게 구분됩니다."
233,2,"남성용 의류(D, F, H)와 이미 번들에 포함된 가방과 중복되는 아이템(A, I)이 많아 선택지가 쉽게 좁혀지며, 정답인 셔츠(C)가 기존의 여성스럽고 우아한 액세서리들과 스타일적으로 가장 잘 어울림."
234,2,"정답인 F(하이힐 앵클 부츠) 외에 다른 신발 옵션(A, E, G, H)들이 있어 고민될 수 있으나, 기존 번들의 드레스가 가진 여성스러운 스타일과 모자의 겨울 계절감을 고려할 때 F가 가장 적절하며, 나머지 신발들은 너무 캐주얼하거나 계절감이 맞지 않아 비교적 쉽게 구분됨."
235,3,"정답인 가방(H) 외에, 영국풍 울 소재의 베레모(D)가 주어진 상황(영국풍 울 자켓)과 스타일 및 소재 면에서 매우 잘 어울려 혼동될 가능성이 높음."
236,4,"정답 E와 오답 H가 모두 '학생 스타일의 흰색 가죽 스니커즈'라는 매우 유사한 속성을 가지고 있어 구분이 매우 어려우며, 오답 I 또한 상황의 '복고풍(复古)' 키워드와 일치하여 혼동 가능성이 높음."
237,2,"상황이 여름용 샌들과 미니백으로 구성되어 있어 여름 여성 스타일의 의류가 필요함. 정답 J(민소매 원피스)가 계절감과 스타일 면에서 가장 적절하며, B(겨울 바지)나 G(남성 바지)처럼 명백히 제외되는 오답들이 많아 난이도가 낮음."
238,2,기존 번들의 '레오파드(표범) 무늬 베레모'와 정답 A의 '레오파드 무늬 스웨터'가 패턴상으로 매우 강력하게 매칭되어 정답이 명확함. 오답 B가 계절감은 비슷하지만 패턴 일치도가 없어 헷갈릴 여지가 적음.
239,3,"정답인 C(마틴부츠)와 동일한 신발 카테고리인 H(마틴부츠/스노우부츠)가 존재하며, 상황의 '복고(复古)' 스타일과 일치하는 F(복고풍 스커트)가 있어 혼동의 여지가 있음."
240,3,"정답인 C(와이드 팬츠) 외에도 B(와이드 팬츠)와 H(가죽 스커트)가 하의류로서 흰색 스니커즈와 잘 어울리는 아이템들이며, 특히 B는 C와 품목이 동일하여 헷갈릴 여지가 있음."
241,3,"정답은 귀걸이(액세서리)이며, 오답 중에 치마(G, I)와 신발(C, D, E, J) 등 기본 티셔츠 및 시계와 함께 코디했을 때 어울릴 법한 다른 카테고리의 아이템들이 다수 포함되어 있어 혼동의 여지가 있음."
242,1,"정답(E)과 상황 아이템이 동일 브랜드(马克华菲)이며 성별과 계절이 일치함. 오답 중 대부분(A, B, C, D, F, G, H, I)이 여성용 의류이며, 유일한 남성용 오답(J)은 계절감이 맞지 않는 자켓이라 정답이 매우 뚜렷함."
243,2,"후보 아이템 중 A~G는 여성용 제품으로, 남성용 시계라는 상황과 성별이 맞지 않아 쉽게 제외됩니다. 남성용 아이템인 H, I, J 중에서 정답을 골라야 하므로 난이도가 매우 낮은 편입니다."
244,2,"오답의 대부분(C, D, E, F, G, I, J)이 여성용 아이템이라 쉽게 제외할 수 있습니다. 다만, 남성용 상의인 A와 시계인 H가 선택지에 포함되어 있어 약간의 혼동 여지가 있습니다."
245,2,"정답인 가죽 자켓(F)이 기존 아이템인 가죽 부츠와 소재 및 스타일 면에서 조화로워 정답이 뚜렷함. 오답 중 H, I, J가 같은 신발 카테고리라 혼동을 줄 수 있으나, 번들 구성의 특성상 동일 카테고리보다는 상호 보완적인 아이템을 선택하는 것이 일반적이므로 난이도가 낮음."
246,2,"정답(C)과 주어진 아이템이 모두 '영국풍(英伦)'이라는 구체적인 스타일 키워드를 공유하고 있어 정답 도출이 비교적 쉽지만, 다른 여성용 패션 아이템들이 섞여 있어 최소한의 변별력이 필요함."
247,3,"정답인 앵클 부츠(F) 외에도 흰색 운동화(B)와 단화(C) 같은 신발류 오답이 포함되어 있어, 스키니진과 어울리는 신발을 선택하는 과정에서 고민이 필요함."
248,4,"정답인 B가 매우 일반적인 '여성 신발' 설명인 반면, 오답인 A(롱부츠)와 J(플랫슈즈) 역시 여성 신발이며 오히려 주어진 코트와 가방의 스타일(겨울, 포멀)에 더 잘 어울리는 구체적인 아이템들이라 정답을 특정하기 어려움."
249,2,"상황이 겨울용 외투와 청바지로 구성되어 있어 겨울용 신발인 D가 가장 적절합니다. 다른 신발 후보(B, I)는 계절감이 맞지 않고, 바지 후보(C, F)는 이미 하의가 포함되어 있어 정답이 비교적 명확하게 구분됩니다."
