index,difficulty,reason
211,2.0,"정답인 가방(H) 외에 액세서리(B, E)나 가디건(D) 같은 선택지가 있으나, 나머지 오답들이 계절감이 맞지 않거나(C, F, G, I, J) 이미 신발이 있는 상태에서 또 다른 신발(A)을 추천하는 등 정답이 비교적 뚜렷함."
212,3.0,"정답인 E(어글리 슈즈) 외에도 C(화이트 스니커즈), F(솜신발), J(플랫슈즈) 등 신발류 오답이 여러 개 포함되어 있어 선택 시 고민이 필요하며, 특히 C는 정답과 카테고리가 동일한 스니커즈류라 헷갈릴 여지가 있음."
213,2.0,"대부분의 오답(A, B, C, D, G, H, I, J)이 여성용 제품이라 쉽게 제외 가능하며, 남성용 신발인 E와 F 중 스트릿 스타일의 T셔츠와 더 잘 어울리는 F가 정답으로 명확함."
214,3.0,"상의(T셔츠)와 신발(스니커즈)이 주어진 캐주얼한 조합에서, 정답인 가방(J) 외에도 스타일상 매우 잘 어울리는 하의인 청바지(G, H)가 선택지에 포함되어 있어 고민의 여지가 있음."
215,2.0,"상황이 '여름, 진주, 페미닌/요정 스타일'로 매우 뚜렷하며, 정답인 H(시폰 꽃무늬 원피스)가 이 스타일과 가장 잘 어울립니다. 오답 중 D가 원피스이지만 소재(린넨)와 스타일이 다르고, F, G, E는 계절감이 전혀 맞지 않아 정답을 찾기가 비교적 쉽습니다."
216,2.0,"정답인 팔찌 외에 시계(E)와 귀걸이(C) 같은 액세서리류가 포함되어 있어 약간의 고민이 될 수 있으나, 나머지 오답들이 여름 원피스와 어울리지 않는 겨울/가을 의류(코트, 부츠, 니트 등)여서 정답이 비교적 뚜렷합니다."
217,3.0,"기존 번들이 가방과 신발로 구성되어 있어 의류 아이템이 필요한 상황인데, 정답인 E 외에도 I, J와 같은 하의 옵션과 C, G, H와 같은 상의 옵션들이 섞여 있어 적절한 스타일의 아이템을 선택하는 데 고민이 필요함."
218,2.0,"겨울용 두꺼운 솜옷과 마틴부츠라는 구성상 계절감이 매우 뚜렷하며, 오답 중 B, C, F, G는 봄/여름 아이템이라 쉽게 제외할 수 있습니다. A, D와 같은 바지류가 후보에 있어 약간의 고민이 될 수 있으나, 정답인 베레모(E)가 전체적인 학생/캐주얼 스타일의 분위기를 완성하는 액세서리로 가장 적절합니다."
219,2.0,"대부분의 오답(A, D, E, G, J)이 여름용 아이템이라 계절감 차이로 쉽게 제외되지만, 오답 F 역시 가방 아이템이라 정답 B와 어느 정도 혼동될 여지가 있음."
220,3.0,"정답 D 외에도 신발 카테고리인 C, E, F, G가 다수 포함되어 있으며, 특히 F의 경우 기존 번들의 레이스 드레스와 유사한 '레이스' 및 '프릴' 속성을 가지고 있어 강력한 오답 후보가 됨."
221,3.0,"주어진 아이템들이 매우 범용적인 캐주얼 스타일(흰색 운동화, 심플한 가방)이라, 정답인 E(점프수트) 외에도 C(데님 반바지)나 G(청바지) 같은 캐주얼한 하의 아이템들이 충분히 매치될 수 있어 선택에 고민이 필요함."
222,2.0,"기존 번들이 시계와 귀걸이 같은 액세서리로 구성되어 있어, 정답인 가방(F)이 가장 자연스럽게 어울립니다. 오답 중 신발(H, J)이 잡화류라는 점에서 약간의 혼동을 줄 수 있으나, 나머지 대부분의 오답이 의류(상의, 원피스 등)여서 정답이 비교적 뚜렷합니다."
223,3.0,"오답 중 B, D, G, J가 정답과 마찬가지로 겨울/가을 시즌 아이템들이어서 계절감 측면에서 혼동될 여지가 있으며, 의류 카테고리 내에서 적절한 조합을 찾아야 하므로 어느 정도의 고민이 필요함."
224,2.0,"주어진 아이템이 '트위드 재킷(小香风)'과 '레트로 가방'으로, 전형적인 클래식/우아한 스타일을 구성하고 있습니다. 정답인 베레모(H)는 이 스타일을 완성하는 가장 대표적인 액세서리이며, 나머지 오답들은 여름용 의류(A, G, I, J)이거나 소재 및 계절감이 맞지 않아 정답이 비교적 뚜렷하게 구분됩니다."
225,2.0,"이미 원피스와 운동화가 포함되어 있어 추가 의류(A, D, F, G)나 신발(B, I)은 중복되거나 부적절하며, 남은 액세서리(C, E, H, J) 중 운동화와 스타일이 가장 잘 어울리는 스포티한 모자(H)가 정답으로 뚜렷함."
226,2.0,"상황이 '소청신(小清新)', '모리계(森系)' 스타일의 봄 코디이므로, 전원풍(田园风)의 밀짚 가방인 J가 가장 적절합니다. 다른 후보들은 계절감이 맞지 않거나(C, D, E, F) 스타일이 너무 도시적(B, I)이어서 정답이 비교적 명확합니다."
227,3.0,"상황이 '봄(春季)' 설정인데, 오답 중 B와 C가 봄/가을 시즌 아이템이라 정답인 액세서리(D)와 헷갈릴 가능성이 있습니다. 나머지 오답들은 주로 가을/겨울 아이템이거나 이미 포함된 카테고리(가방)여서 상대적으로 제외하기 쉽습니다."
228,3.0,정답인 H(로퍼) 외에도 C(밀짚모자)와 E(진주 플랫 샌들)가 주어진 여성스러운 플로럴 원피스 스타일과 잘 어울리는 여름 아이템들이라 어느 정도 고민이 필요함.
229,2.0,"이미 번들에 샌들과 가방이 포함되어 있어 신발(B, F, I, J)이나 가방(D) 후보는 중복되어 제외되며, 기존의 귀걸이와 조화를 이루는 액세서리인 목걸이(H)가 정답으로 명확하게 구분됨."
230,2.0,"주어진 액세서리(지방시 팔찌, 진주 귀걸이)의 우아한 분위기와 정답인 G(가죽 로퍼)가 잘 어울립니다. 오답 중 B(캔버스화), D(무지개 티셔츠), I(하렘 팬츠)는 스타일이 너무 캐주얼하여 쉽게 제외할 수 있으며, A, C, E, F 등 다른 우아한 아이템들이 있으나 신발 카테고리 내에서는 G가 유일하게 적절한 선택지입니다."
231,3.0,"정답(C) 외에도 E, G, J가 모두 여성용 가방으로, 액세서리 중심의 번들 구성에서 유사한 카테고리의 아이템들이 포함되어 있어 선택 시 고민이 필요함."
232,2.0,"정답인 I(가죽 체인백)가 기존의 베레모, 로퍼와 함께 '클래식/레트로' 스타일을 완성하는 가장 적절한 액세서리입니다. 다른 가방인 H는 여름용이라 계절감이 맞지 않고, B와 J는 이미 신발이 포함되어 있어 중복됩니다. 의류 아이템(A, D, F, G)들이 계절감은 맞지만, 전체적인 코디의 완성도를 높이는 액세서리로서 정답이 명확한 편입니다."
233,2.0,"정답인 A(흰색 운동화) 외에 다른 신발 옵션(D, F, G)이 있으나, D는 겨울용 기모 신발이고 F와 G는 너무 화려한 하이힐이라 학생풍 원피스와는 어울리지 않습니다. 또한 남성복(E), 겨울 코트(I, J), 중복 카테고리인 원피스(B, C) 등이 포함되어 있어 오답 제거가 매우 쉽습니다."
234,3.0,정답인 귀걸이(H) 외에도 캐주얼한 스타일의 신발인 F(화이트 스니커즈)와 G(캔버스화)가 주어진 캡 모자와 찢어진 청바지 조합에 매우 잘 어울려 혼동될 가능성이 높음.
235,3.0,"정답 H 외에도 A, B, J가 모두 가방 아이템으로 구성되어 있어 스타일의 적합성을 세밀하게 비교해야 하며, I(외투) 또한 코디 구성상 추가 가능한 품목이라 혼동의 여지가 있음."
236,2.0,"정답(D)과 오답(B) 모두 여성용 원피스이지만, 퀼팅백과 하트 목걸이가 주는 클래식하고 여성스러운 분위기에는 '프렌치 빈티지 블랙 드레스'인 D가 가장 잘 어울립니다. 나머지 오답들은 운동화, 남성용 모자, 겨울 외투 등 스타일이나 카테고리가 확연히 달라 정답을 찾기 비교적 쉽습니다."
237,3.0,"정답 G와 오답 B가 모두 '소형 스퀘어 백'으로 카테고리가 동일하며, C, H, J와 같은 액세서리류가 다수 포함되어 있어 스타일 조합에 따른 선택 고민이 필요함."
238,3.0,"정답 H 외에도 D와 J가 모두 '흰색 신발'이라는 동일한 카테고리의 아이템으로 구성되어 있어, 세부적인 스타일이나 계절감을 통해 정답을 골라내야 하므로 어느 정도 고민이 필요함."
239,2.0,"이미 원피스와 신발이 구성되어 있어 다른 의류 아이템(B, C, D, G, H, I, J)은 쉽게 제외되지만, 정답과 같은 카테고리인 시계(E)와 가방(F)이 포함되어 있어 약간의 고민이 필요함."
240,2.0,"기존 번들의 레드 카고 점프수트가 캐주얼한 스타일이므로, 후보 중 캐주얼한 캔버스화(A)가 가장 적절함. 다른 의류 아이템(B, C, E, F)은 이미 점프수트가 있어 제외하기 쉽고, 나머지 신발(D, G, H, I)은 스타일이 맞지 않아 정답이 비교적 명확함."
241,2.0,"정답인 귀걸이(J) 외에 후보들이 주로 의류(상의, 하의)나 이미 번들에 포함된 신발과 중복되는 신발류(C, I)로 구성되어 있어 정답을 찾기 비교적 쉬움. 다만, 모자(E)라는 다른 액세서리 선택지가 있어 약간의 혼동 여지가 있음."
242,2.0,"정답인 가방(I) 외에 다른 가방 옵션(A, E)이 존재하지만, 휴양지용 밀짚 가방 스타일이라 검정색 더비 슈즈 및 진주 귀걸이의 도시적인 분위기와 어울리지 않아 쉽게 제외 가능함. 또한 신발(H, J)과 귀걸이(F)는 이미 번들에 포함된 카테고리라 중복되어 정답 후보에서 빠르게 제외됨."
243,3.0,"정답 A 외에도 D와 E가 동일한 카테고리인 겨울 코트이며, F가 베레모와 어울리는 '프렌치 레트로' 스타일의 원피스라 선택지 간의 스타일적 유사성이 있어 고민이 필요함."
244,2.0,"대부분의 오답이 의류나 신발로 카테고리가 다르며, 같은 귀걸이 제품인 F가 있으나 정답 I의 '빈티지/레이스/진주' 스타일이 주어진 '프렌치 레트로/전원풍' 맥락에 훨씬 더 부합하여 정답을 찾기 수월함."
245,2.0,"오답 중 B, E가 정답과 같은 신발 카테고리여서 일부 혼동 가능성이 있으나, 니트와 데님 스커트로 구성된 캐주얼한 룩에는 정답인 D(화이트 스니커즈)가 가장 전형적이고 자연스러운 조합임."
246,3.0,"정답(F) 외에도 A(샌들), E(스니커즈), I(원피스), J(스니커즈) 등 여름/봄 시즌의 여성 캐주얼 아이템들이 다수 포함되어 있어 스타일 조합 면에서 고민의 여지가 있음."
247,3.0,"정답인 C 외에 F 역시 드레스이며, 특히 F의 '태국仙(선) 스타일'이 기존 번들의 '超仙(초선) 귀걸이'와 스타일 면에서 매우 유사하여 혼동 가능성이 높음. 또한 I는 동일 품목인 귀걸이라 선택지 간의 간섭이 있음."
248,1.0,"기존 번들이 팔찌, 귀걸이와 같은 주얼리 아이템으로 구성되어 있으며, 정답인 F(반지)만이 유일한 주얼리 카테고리 아이템임. 나머지 오답들은 의류, 가방, 신발로 구성되어 있어 정답이 매우 뚜렷함."
249,3.0,"정답 B와 오답 C가 모두 뾰족한 코의 하이힐로, 여성스러운 원피스 및 가방 스타일과 어울리는 유사한 카테고리의 아이템이라 구분이 필요함."
